Position,G+T/window,G/T_ratio
2715,0.428,0.5970149253731343
2720,0.426,0.6015037593984962
2725,0.424,0.6183206106870229
2730,0.42,0.6153846153846154
2735,0.418,0.6328125
2740,0.414,0.6171875
2745,0.414,0.6046511627906976
2750,0.412,0.6220472440944882
2755,0.412,0.6220472440944882
2760,0.41,0.6141732283464567
2765,0.408,0.6062992125984252
2770,0.41,0.5891472868217055
2775,0.41,0.5648854961832062
2780,0.408,0.5454545454545454
2785,0.412,0.5259259259259259
2790,0.408,0.5338345864661654
2795,0.408,0.5223880597014925
2800,0.404,0.5303030303030303
2805,0.406,0.5263157894736842
2810,0.4,0.5267175572519084
2815,0.402,0.5343511450381679
2820,0.4,0.5267175572519084
2825,0.402,0.5227272727272727
2830,0.402,0.5227272727272727
2835,0.402,0.5343511450381679
2840,0.404,0.5303030303030303
2845,0.408,0.5338345864661654
2850,0.408,0.5223880597014925
2855,0.408,0.5223880597014925
2860,0.41,0.5413533834586466
2865,0.404,0.5538461538461539
2870,0.404,0.5419847328244275
2875,0.406,0.5378787878787878
2880,0.402,0.5227272727272727
2885,0.402,0.5112781954887218
2890,0.402,0.5227272727272727
2895,0.404,0.5303030303030303
2900,0.406,0.5378787878787878
2905,0.41,0.5298507462686567
2910,0.418,0.5144927536231884
2915,0.414,0.5
2920,0.41,0.49635036496350365
2925,0.412,0.4927536231884058
2930,0.414,0.4892086330935252
2935,0.414,0.46808510638297873
2940,0.412,0.4714285714285714
2945,0.414,0.45774647887323944
2950,0.418,0.4513888888888889
2955,0.422,0.4452054794520548
2960,0.422,0.4452054794520548
2965,0.424,0.4421768707482993
2970,0.424,0.4520547945205479
2975,0.426,0.4489795918367347
2980,0.434,0.4563758389261745
2985,0.428,0.44594594594594594
2990,0.426,0.4391891891891892
2995,0.426,0.42953020134228187
3000,0.428,0.4266666666666667
3005,0.424,0.4421768707482993
3010,0.42,0.42857142857142855
3015,0.416,0.41496598639455784
3020,0.416,0.41496598639455784
3025,0.41,0.4041095890410959
3030,0.406,0.4
3035,0.404,0.3835616438356164
3040,0.404,0.3835616438356164
3045,0.41,0.37583892617449666
3050,0.414,0.38
3055,0.412,0.3918918918918919
3060,0.41,0.3945578231292517
3065,0.41,0.3945578231292517
3070,0.408,0.4166666666666667
3075,0.414,0.4375
3080,0.416,0.43448275862068964
3085,0.42,0.42857142857142855
3090,0.426,0.4391891891891892
3095,0.426,0.42953020134228187
3100,0.424,0.4228187919463087
3105,0.424,0.4228187919463087
3110,0.428,0.41721854304635764
3115,0.422,0.43537414965986393
3120,0.424,0.4228187919463087
3125,0.426,0.4105960264900662
3130,0.422,0.4066666666666667
3135,0.422,0.3973509933774834
3140,0.426,0.42
3145,0.43,0.43333333333333335
3150,0.428,0.4266666666666667
3155,0.424,0.41333333333333333
3160,0.418,0.41216216216216217
3165,0.416,0.4246575342465753
3170,0.414,0.4375
3175,0.414,0.4375
3180,0.416,0.45454545454545453
3185,0.414,0.44755244755244755
3190,0.418,0.4513888888888889
3195,0.418,0.4513888888888889
3200,0.418,0.46153846153846156
3205,0.416,0.45454545454545453
3210,0.418,0.4513888888888889
3215,0.416,0.45454545454545453
3220,0.422,0.4452054794520548
3225,0.422,0.43537414965986393
3230,0.422,0.43537414965986393
3235,0.424,0.43243243243243246
3240,0.422,0.43537414965986393
3245,0.418,0.4413793103448276
3250,0.422,0.4452054794520548
3255,0.424,0.4421768707482993
3260,0.428,0.4266666666666667
3265,0.428,0.4266666666666667
3270,0.426,0.4391891891891892
3275,0.43,0.4429530201342282
3280,0.428,0.44594594594594594
3285,0.424,0.4520547945205479
3290,0.424,0.4520547945205479
3295,0.42,0.46853146853146854
3300,0.424,0.46206896551724136
3305,0.418,0.46153846153846156
3310,0.418,0.46153846153846156
3315,0.416,0.4647887323943662
3320,0.414,0.4785714285714286
3325,0.414,0.4785714285714286
3330,0.414,0.5
3335,0.41,0.49635036496350365
3340,0.406,0.49264705882352944
3345,0.406,0.5037037037037037
3350,0.41,0.5298507462686567
3355,0.412,0.5488721804511278
3360,0.41,0.5298507462686567
3365,0.412,0.5373134328358209
3370,0.412,0.5373134328358209
3375,0.418,0.5597014925373134
3380,0.418,0.5714285714285714
3385,0.418,0.5714285714285714
3390,0.416,0.5639097744360902
3395,0.408,0.5692307692307692
3400,0.404,0.578125
3405,0.398,0.5793650793650794
3410,0.392,0.6065573770491803
3415,0.396,0.5967741935483871
3420,0.398,0.6048387096774194
3425,0.4,0.6260162601626016
3430,0.402,0.608
3435,0.4,0.6129032258064516
3440,0.402,0.608
3445,0.4,0.6260162601626016
3450,0.402,0.608
3455,0.402,0.608
3460,0.402,0.608
3465,0.404,0.616
3470,0.404,0.616
3475,0.404,0.616
3480,0.398,0.6178861788617886
3485,0.398,0.6178861788617886
3490,0.398,0.6446280991735537
3495,0.4,0.6666666666666666
3500,0.4,0.6666666666666666
3505,0.402,0.6475409836065574
3510,0.406,0.6504065040650406
3515,0.412,0.648
3520,0.412,0.648
3525,0.414,0.656
3530,0.416,0.6774193548387096
3535,0.418,0.672
3540,0.418,0.672
3545,0.416,0.7049180327868853
3550,0.412,0.7166666666666667
3555,0.414,0.6829268292682927
3560,0.414,0.656
3565,0.418,0.6456692913385826
3570,0.418,0.6456692913385826
3575,0.416,0.625
3580,0.414,0.6428571428571429
3585,0.41,0.6532258064516129
3590,0.414,0.6428571428571429
3595,0.416,0.6377952755905512
3600,0.42,0.6153846153846154
3605,0.422,0.6106870229007634
3610,0.426,0.6015037593984962
3615,0.426,0.5895522388059702
3620,0.426,0.5895522388059702
3625,0.428,0.5970149253731343
3630,0.432,0.6119402985074627
3635,0.438,0.6102941176470589
3640,0.434,0.5955882352941176
3645,0.434,0.583941605839416
3650,0.436,0.5912408759124088
3655,0.444,0.5971223021582733
3660,0.448,0.6
3665,0.45,0.5845070422535211
3670,0.45,0.5845070422535211
3675,0.45,0.5957446808510638
3680,0.448,0.5774647887323944
3685,0.446,0.5704225352112676
3690,0.444,0.574468085106383
3695,0.452,0.547945205479452
3700,0.454,0.5337837837837838
3705,0.456,0.5510204081632653
3710,0.46,0.5540540540540541
3715,0.46,0.5540540540540541
3720,0.456,0.5510204081632653
3725,0.452,0.5586206896551724
3730,0.456,0.5616438356164384
3735,0.458,0.5578231292517006
3740,0.458,0.5684931506849316
3745,0.46,0.5753424657534246
3750,0.458,0.5684931506849316
3755,0.456,0.5724137931034483
3760,0.454,0.6099290780141844
3765,0.456,0.6285714285714286
3770,0.46,0.6312056737588653
3775,0.454,0.644927536231884
3780,0.456,0.6521739130434783
3785,0.46,0.6666666666666666
3790,0.462,0.65
3795,0.464,0.6571428571428571
3800,0.462,0.6739130434782609
3805,0.466,0.6762589928057554
3810,0.472,0.6619718309859155
3815,0.476,0.676056338028169
3820,0.484,0.6689655172413793
3825,0.482,0.6620689655172414
3830,0.484,0.6351351351351351
3835,0.488,0.6375838926174496
3840,0.492,0.618421052631579
3845,0.492,0.618421052631579
3850,0.488,0.6158940397350994
3855,0.484,0.5921052631578947
3860,0.486,0.609271523178808
3865,0.49,0.6013071895424836
3870,0.492,0.6078431372549019
3875,0.488,0.5947712418300654
3880,0.488,0.5844155844155844
3885,0.486,0.5986842105263158
3890,0.49,0.6118421052631579
3895,0.494,0.5935483870967742
3900,0.498,0.5859872611464968
3905,0.504,0.5849056603773585
3910,0.506,0.5714285714285714
3915,0.508,0.577639751552795
3920,0.504,0.575
3925,0.502,0.56875
3930,0.504,0.5849056603773585
3935,0.504,0.5849056603773585
3940,0.5,0.5822784810126582
3945,0.5,0.5625
3950,0.498,0.5759493670886076
3955,0.494,0.5732484076433121
3960,0.494,0.5632911392405063
3965,0.494,0.5534591194968553
3970,0.498,0.546583850931677
3975,0.502,0.5493827160493827
3980,0.506,0.5333333333333333
3985,0.506,0.5333333333333333
3990,0.506,0.5333333333333333
3995,0.508,0.5301204819277109
4000,0.508,0.5301204819277109
4005,0.51,0.536144578313253
4010,0.506,0.5333333333333333
4015,0.502,0.5398773006134969
4020,0.508,0.5393939393939394
4025,0.512,0.5515151515151515
4030,0.51,0.536144578313253
4035,0.51,0.5454545454545454
4040,0.51,0.5454545454545454
4045,0.51,0.536144578313253
4050,0.51,0.5269461077844312
4055,0.51,0.536144578313253
4060,0.516,0.5357142857142857
4065,0.514,0.5481927710843374
4070,0.514,0.5389221556886228
4075,0.512,0.5421686746987951
4080,0.51,0.536144578313253
4085,0.512,0.5329341317365269
4090,0.508,0.5209580838323353
4095,0.512,0.5238095238095238
4100,0.514,0.5207100591715976
4105,0.516,0.5176470588235295
4110,0.51,0.536144578313253
4115,0.512,0.5329341317365269
4120,0.51,0.5454545454545454
4125,0.506,0.5426829268292683
4130,0.504,0.5272727272727272
4135,0.5,0.5337423312883436
4140,0.5,0.5337423312883436
4145,0.504,0.5272727272727272
4150,0.508,0.5393939393939394
4155,0.508,0.5301204819277109
4160,0.51,0.536144578313253
4165,0.508,0.5393939393939394
4170,0.51,0.5454545454545454
4175,0.512,0.5329341317365269
4180,0.514,0.5481927710843374
4185,0.514,0.5481927710843374
4190,0.512,0.5421686746987951
4195,0.504,0.5652173913043478
4200,0.506,0.5714285714285714
4205,0.504,0.5555555555555556
4210,0.506,0.5714285714285714
4215,0.508,0.5679012345679012
4220,0.51,0.5644171779141104
4225,0.512,0.5609756097560976
4230,0.506,0.5617283950617284
4235,0.508,0.5679012345679012
4240,0.512,0.5609756097560976
4245,0.514,0.5575757575757576
4250,0.514,0.5575757575757576
4255,0.516,0.5542168674698795
4260,0.516,0.5449101796407185
4265,0.514,0.5481927710843374
4270,0.51,0.536144578313253
4275,0.51,0.536144578313253
4280,0.512,0.5515151515151515
4285,0.51,0.536144578313253
4290,0.508,0.5487804878048781
4295,0.506,0.5426829268292683
4300,0.506,0.5426829268292683
4305,0.506,0.5333333333333333
4310,0.502,0.5398773006134969
4315,0.5,0.5337423312883436
4320,0.494,0.5341614906832298
4325,0.496,0.5403726708074534
4330,0.494,0.54375
4335,0.496,0.559748427672956
4340,0.488,0.5741935483870968
4345,0.482,0.564935064935065
4350,0.484,0.5612903225806452
4355,0.486,0.5576923076923077
4360,0.488,0.5443037974683544
4365,0.49,0.5506329113924051
4370,0.492,0.5471698113207547
4375,0.49,0.5408805031446541
4380,0.492,0.5375
4385,0.492,0.5185185185185185
4390,0.494,0.5060975609756098
4395,0.492,0.5185185185185185
4400,0.49,0.5217391304347826
4405,0.486,0.5283018867924528
4410,0.488,0.525
4415,0.488,0.5345911949685535
4420,0.492,0.5471698113207547
4425,0.488,0.5443037974683544
4430,0.484,0.5414012738853503
4435,0.482,0.5548387096774193
4440,0.486,0.567741935483871
4445,0.482,0.5751633986928104
4450,0.482,0.5751633986928104
4455,0.486,0.567741935483871
4460,0.482,0.5751633986928104
4465,0.486,0.567741935483871
4470,0.484,0.5714285714285714
4475,0.484,0.5512820512820513
4480,0.48,0.5686274509803921
4485,0.486,0.567741935483871
4490,0.484,0.5612903225806452
4495,0.486,0.5576923076923077
4500,0.488,0.5741935483870968
4505,0.482,0.5751633986928104
4510,0.486,0.577922077922078
4515,0.486,0.5882352941176471
4520,0.482,0.6066666666666667
4525,0.48,0.6
4530,0.482,0.6174496644295302
4535,0.482,0.6174496644295302
4540,0.48,0.6216216216216216
4545,0.478,0.636986301369863
4550,0.48,0.6551724137931034
4555,0.484,0.6462585034013606
4560,0.478,0.6597222222222222
4565,0.482,0.6736111111111112
4570,0.48,0.6783216783216783
4575,0.478,0.6830985915492958
4580,0.48,0.6901408450704225
4585,0.476,0.7
4590,0.474,0.717391304347826
4595,0.472,0.7352941176470589
4600,0.47,0.7669172932330827
4605,0.466,0.7786259541984732
4610,0.472,0.7744360902255639
4615,0.47,0.7938931297709924
4620,0.47,0.7938931297709924
4625,0.472,0.8153846153846154
4630,0.474,0.8372093023255814
4635,0.478,0.8384615384615385
4640,0.478,0.8244274809160306
4645,0.472,0.8294573643410853
4650,0.468,0.8
4655,0.464,0.7984496124031008
4660,0.462,0.8046875
4665,0.464,0.8125
4670,0.462,0.8188976377952756
4675,0.46,0.84
4680,0.456,0.8387096774193549
4685,0.456,0.8387096774193549
4690,0.458,0.8617886178861789
4695,0.458,0.8617886178861789
4700,0.456,0.8688524590163934
4705,0.454,0.8760330578512396
4710,0.448,0.8512396694214877
4715,0.446,0.8583333333333333
4720,0.444,0.8813559322033898
4725,0.446,0.8739495798319328
4730,0.45,0.875
4735,0.446,0.8739495798319328
4740,0.444,0.9137931034482759
4745,0.444,0.9137931034482759
4750,0.44,0.9130434782608695
4755,0.438,0.9553571428571429
4760,0.438,0.9553571428571429
4765,0.438,0.9553571428571429
4770,0.438,0.972972972972973
4775,0.444,0.9304347826086956
4780,0.442,0.9051724137931034
4785,0.442,0.9385964912280702
